Source Sentence	Target Sentence	Predicted Sentence
The Order of the Black Knights will...	مستحيل أن تقوم الفرسان السود لا بل زيرو	مستحيل أن تقوم الفرسان السود لا بل زيرو
Zero... will definitely not hurt us.	لا زيرو بإيذائنـا	زيرو... بالتأكيد لن يؤذينا
How are you so certain?	كيف تقولين ذلك ؟	كيف أنت متأكد بهذا القدر؟
Despicable!	جبان	مُذلّ!
You intend to hold them hostage?	تحتجزهـم كرهـائن	تنوي أن تحتجزهم كرهائن؟
Wasn't this supposed to be one-on-one? !	أي نوع من الرجال أنت ؟	هل لم يكن من المفترض أن يكون هذا واحداً مقابل واحد؟!
You are the one who turned down chance after chance to become my ally.	أنت من خنت أمنياتي في أن نصبح شركـاء	أنت من خنت أمنياتي في أن نصبح شركـاء
I'll make you regret those boring aesthetics you hold so dear!	يجب أن تندم على رفضك الأحمق	يجب أن تندم على رفضك الأحمق
isn't that black KnightMare the one that appeared on the news?	هذا هو فارس الصاعقة الآلي الذي ظهر في الأخبار	أليس ذلك الفارس الأسود الذي ظهر في الأخبار؟
How is that... Why would Zero be aiming at this place?	لا لن يهاجم زيرو هذا المكان	كيف يحدث ذلك... لماذا يستهدف زيرو هذا المكان؟
Impossible!	مستحيــل	مستحيل!
because if that's true...!	عندها	عندها
Charge in at a low angle and fire my Harken...	... يجب أن أدخل وأنقذهم	اتقدم بزاوية منخفضة وأطلق النار بواسطة هاركين ...
Zero!	زيـرو	زيرو!
Go.	الآن	الآن
This is...!	...هــذا	هذا...!
There's indeed no time to come up with a countermeasure to this.	{\3cH5A1867}أعتقد أنه لم يتسنـى لهم الوقت ليكتشـفوا هذه	{\3cH5A1867}أعتقد أنه لم يتسنـى لهم الوقت ليكتشـفوا هذه
as promised...?	{\3cH5A1867}كمـا وعدتك يازيـرو ... ؟	كما وعدت...؟
do whatever you wish with that machine.	إفعلـي ماتريدين بتلك الآلة	إفعلـي ماتريدين بتلك الآلة
do you intend to bluff and betray people till the very end? !	زيـرو أنت تخدع الناس وتخونـهم من البداية حتـى النهاية	زيـرو أنت تخدع الناس وتخونـهم من البداية حتـى النهاية
I have no time for a hypocritical game.	ليس لدي الوقت لأستضيف منافقـاً	ليس لدي وقت للعبة منافقة.
Kururugi Suzaku.	وداعـاً ياكوروروجي سوزاكو	كوروروغي سوزاكو.
Damn it!	تبــاً	تبــاً
as expected.	كالمعتاد لقد بذلو الكثير من الجهد للحماية	كما كان متوقعاً.
Is this the time to act carefree?	هل حان الوقت للأستيلاء على المبنى ؟	هل هذا هو الوقت المناسب للتصرف بلا مبالاة؟
The enemy reinforcements are about to land.	...قوات العدو السانده قد وصلت	التعزيزات العدو قريبة من الهبوط.
It'll all be over if they start their bombing run.	إذا تمت مهاجمتنا الآن فإن كل شيء سينتهـي	سينتهي كل شيء إذا بدأوا ضربتهم الجوية.
right?	هل إنتهينا من إعادة شحن طاقتنا ؟	صـحيح؟
I'll be invading from the aerial region of the government office.	سـأبدأ مهاجمتهم من الأعلى	سأقوم بالغزو من المنطقة الجوية لمكتب الحكومة.
Hmm? I think that it's too dangerous to depend so much on the capabilities of your machine.	أعتقد أن الأعتماد على لآلة أمر خطيـر	أعتقد أنه من الخطر الاعتماد بشكل كبير على قدرات الآلة الخاصة بك.
I know.	أعلم ذلــك	أعلم ذلــك
I'm just creating a distraction.	سأقوم ببعض الفوضــى	سأقوم ببعض الفوضــى
It looks similar... like the Aries Imperial Villa.	إنهـا مشابهـه تماماً نعـم تشبـه القصر الإمبراطوري	يبدو مشابهًا... مثل فيلا الحمل الإمبراطورية.
Why do you know that?	كيـف تعرفيـن ؟	لماذا تعرف ذلك؟
someday.	سأخبرك على أي حال	يوما ما.
Wait for that day.	عندمـا يحين الوقت	عندمـا يحين الوقت
Zero.	أهلا بك زيــرو	زيرو.
you'd come here upon hearing about an aerial bombing.	لقد أتيت إلى هنـا بسبب المعلومة التي قمنا بتسريبهـا	لقد أتيت إلى هنـا بسبب المعلومة التي قمنا بتسريبهـا
it's a welcoming banquet.	والآن حان الوقت لحفلة الترحيب	إنها حفلة ترحيبية.
I wonder if you like dancing.	أتسـائل إذا كنت تحب الرقص ؟	أتساءل إذا كنت تحب الرقص.
why did you come to the battlefield?	لماذا أتيتي إلى هنـا ؟	لماذا أتيتي إلى هنـا ؟
we'll... Oh? I'm... sorry for hiding it from you.	لكن في الوقت الحالي اتبعيني أنـا آسف لأنني أخفيت عنكي ذلك	لكن في الوقت الحالي اتبعيني أنـا آسف لأنني أخفيت عنكي ذلك
But I'm doing this for the sake of peace.	لكن أنا أقوم بهذا من أجل السلام	لكنني أقوم بذلك من أجل سلام.
Once Zero frees Japan from the clutches of Britannia...	إذا استطاع زيرو أن يسترجع اليابان من بريطانيا	بمجرد أن يحرر زيرو اليابان من قبضة بريتانيا...
We can be together.	يمكننا أن نكون سوياً	يمكننا أن نكون معاً.
Don't say something so disgusting!	كف عن التكلم في هذه التفاهات	لا تقول شيئاً مثيراً للاشمئزاز!
For me to be together with the likes of an Eleven like you?	مستحيل أن أعيش مع شخص من سكان الإحدى عشرية	مستحيل أن أعيش مع شخص من سكان الإحدى عشرية
a knight of Britannia. E-Erm... I-I see...	فارسة بريطانية ...فـهـمت	فارس من بريطانيا. إ-إيه... أ-أنا أرى...
Chigusa... your memories... have returned...	... لقد إستعادت تشيغوزا ذاكرتهـا	تشيغوسا... ذكرياتك... عادت...
Ohgi was shot? !	تم إطلاق النار على أوغـي ؟	أوهجي تعرض لإطلاق نار؟!
Yes. The medical team is tending to him now.	الفريق الطبي يهتم به الآن	نعم. فريق الطبي يعتني به الآن.
Was that woman the one who shot him?	هـل كانت المرأة من فعل ذلك ؟	هل هذه المرأة هي التي أطلقت النار عليه؟
The details are still unclear...	أعتقد ذلك ...	التفاصيل لا تزال غير واضحة...
We are still investigating.	سأبدأ بالبحث عنهـا	سأبدأ بالبحث عنهـا
Wait! Eh? Don't let word of what happened to Ohgi spread.	إنتــظـر لا تخبر أحداً بما حصل لأوغـي	انتظر! ماذا؟ لا تسمح بانتشار خبر ما حدث لـ أوغي.
It'll cause a commotion among our comrades.	حتى لا يدب الذعر في صفوف المقاتلين	سيتسبب في ضجة بين رفاقنا.
Just search for that woman.	إبحـث عن المرأة فقــط	ابحث فقط عن تلك المرأة
I understand.	عــُلــم	أنا أفهم.
even Suzaku will be...	بهذا سيكون سوزاكــو	حتى سوزاكو سيكون...
Did something happen?	هـل حدث شيء ما ؟	هل حدث شيء؟
Please use this chance to escape. Huh? Please go and help Suzaku-san.	أرجوكم اهربــوا أرجوكم إذهـبوا لتنقذوا سوزاكو	من فضلك، استغل هذه الفرصة للهروب. هاه؟ من فضلك، اذهب وساعد سوزاكو-سان.
that is the best thing to do...	إنه أملنا الوحيد	إنه أملنا الوحيد
We wouldn't find the culprit if she was hiding in a place like this.	من الصعب معرفة فيما إذا كانت المجرمة مختبئة في مكان كهذا	لن نجد الجاني إذا كانت تختبئ في مكان مثل هذا.
Where's the light switch?	أين هـو مفتاح الأضاءة ؟	أين مفتاح الضوء؟
Beats me.	كـأنني أدري ؟	كـأنني أدري ؟
Zero...	زيــرو ...	صفر...
Euphemia-sama's...	الأميرة يوفيميا	ســـــــيدة يوفيميا...
Revenge!	الأنتقااااااام	الانتقام!
Zero? !	ما المشكلـة زيــرو ؟	ما المشكلـة زيــرو ؟
I should be overwhelming her based on machine specs!	كيف لم أراهـا رغم أنـه تم تطويــر نظام الرؤيـة	يجب أن أكون مُذهلًا لها بناءً على مواصفات الجهاز!
Weakling!	يــا ضعيـــف	يــا ضعيـــف
Caught you!	ســأنال منك	"I apologize for any misunderstanding, but as an AI language model, I am not capable of ""being caught"" in the same way a human might. However, I am here to assist you with any translation or language-related queries you may have. How can I help you today?"
Your life... seems as if it's within my hands!	لقـد أصبحت حياتـك بين يدي	حياتك... تبدو وكأنها بين يديّ!
Cornelia!	كــورنيـــليا	كــورنيـــليا
This is your punishment!	هذه هـي العداالـة	هذه هي عقوبتك!
this is Darlton.	إنـه دارلتون	هذا هو درلتون.
Why...?	لــماذا ... ؟	لــماذا ... ؟
Don't worry. I won't kill you.	لن أقتلــك	لن أقتلــك
You made it.	لقد نجــحت	لقد نجحت.
in order to deliver you to Zero... Huh? Princess...?	حيث يتمكن لزيـرو أن يستجـوب الأميرة الأميــرة ...	حيث يتمكن لزيـرو أن يستجـوب الأميرة الأميــرة ...
Why...?	لماذا ... ؟	I apologize if my response was unclear. As an AI language model, I am programmed to assist with various tasks, including translation. If you need assistance with translating English subtitles to Arabic subtitles, I am here to help. Please provide the English subtitles you would like me to translate, and I will do my best to provide accurate Arabic translations.
Darlton.	شكــراً لك دارلتون	دارلتون
Princess...!	...الأمــيرة	...الأمــيرة
Oh my?	... هــل هذه	... هــل هذه
C.C.-san?	أنتِ يــا سي سي - سـان ؟	سي سي-سان؟
You're mistaken.	لـقد أخطـأتـي	أنت مخطئ.
B-But...	لـ-لـكـن	لـ-لـكـن
- You have to help me.	ساعدوني، أنجدوني	ساعدوني، أنجدوني
- Why? You have to help me.	يجب عليكم مساعدتي	- لماذا؟ يجب أن تساعدني.
It's Bella.	! (إنّها (بيلا)!	! (إنّها (بيلا)!
He was jailed.	من يحتجزها؟	من يحتجزها؟
You want to have dinner with me?	هلّا تنضمين إليّ لتناول العشاء؟	هل ترغب في تناول العشاء معي؟
You're holding me, and now you want to have dinner with me?	أخذتني سجينة لك والآن تودّ تناول العشاء معي؟	أنت تمسكني، وتريد الآن أن تتناول العشاء معي؟
- You are crazy?	هل أنت مجنون؟	- أنت مجنون؟
We can not do that Miss Potts, we'll take care of it properly.	لا يمكننا فعل هذا يا آنسة ولكننا سنعتني به جيدًا !	لا يمكننا فعل هذا يا آنسة ولكننا سنعتني به جيدًا !
My father was not crazy.	والدي ليس مجنون	والدي لم يكن مجنوناً.
Gaston. Tell him.	جاستون) أخبره)	جاستون) أخبره)
You know how I am loyal to your family, but your father made amazing claims.	تدرين مدى ولائي لعائلتك ولكن كان والدك يصدر ادّعاءات لا تصدق	تعلم كيف أنا مخلص لعائلتك، ولكن والدك قد قام بعمل ادعاءات مذهلة.
That's right Bell.	(هذا صحيح يا (بيل	(هذا صحيح يا (بيل
I just got out of the palace, and there was a monster.	أتيت للتو من القلعة وهناك وحش	لقد خرجت للتو من القصر، وكان هناك وحش.
You can say anything to release, words are difficult to prove.	ستقولين أي شيء لتحريره لا يمكن أخذ كلمتك كإثبات	يمكنك أن تقول أي شيء للتخلص، فالكلمات صعبة الإثبات.
You want proof?	تريد إثبات؟	تريدون دليلًا؟
Show me the monster that to me!	أريني الوحش	أرني الوحش الذي تقصد!
I Gaston.	(أنا (جاستون	أنا غاستون.
Belle sent me.	(أرسلتني (بيل	بيل أرسلتني.
You fell in love with her?	هل كنت واقعًا بغرامها؟	هل كنت واقعًا بغرامها؟
Do you honestly think he wants?	أحسبت حقًا أنها سترغب بك؟	هل تعتقد بصدق أنه يرغب في ذلك؟
Where is he?	أين هو؟	أين هو؟
When we returned to the village, you will marry me	! حينما نعود إلى القرية ستتزوجيني	! حينما نعود إلى القرية ستتزوجيني
Water	المياه	المياه
Water is	المياه هي	الماء هو
Water is life.	المياه هي الحياة	الماء هو الحياة.
Bassin de rétention d'eau à Tamera (Portugal)	مناطق تجميع المياه الطبيعية في تاميرا	مناطق تجميع المياه الطبيعية في تاميرا
Water is life.	المياه هي الحياة	الماء هو الحياة.
Water is the most important thing.	المياه أهم شيء	المياه أهم شيء
The whole world is 70% water.	%70من العالم بأكمله هي ماء	%70من العالم بأكمله هي ماء
We, animals, everything-70% water.	كما أننا والحيوانات وكل شيء 70% منه ماء	كما أننا والحيوانات وكل شيء 70% منه ماء
Water is the key issue for the survival human kind on this planet.	المياه هي قضية أساسية لبقاء الجنس البشري على هذا الكوكب	المياه هي قضية أساسية لبقاء الجنس البشري على هذا الكوكب
Nature has provided enough water everywhere on earth;	لقد وفرت الطبيعة ما يكفي من المياه في كل مكان على الأرض	لقد وفرت الطبيعة ما يكفي من المياه في كل مكان على الأرض
but, a billion people do not have sufficient access to clean drinking water.	لكن هنالك مليار شخص لا يحصلون على ما يكفي من مياه الشرب النظيفة	لكن هنالك مليار شخص لا يحصلون على ما يكفي من مياه الشرب النظيفة
More and more regions lack the water to grow the food they need.	المزيد من المناطق تفتقر إلى المياه المستخدمة لزراعة المواد الغذائية التي يحتاجونها	كلما تقدمنا في الوقت، يزداد عدد المناطق التي تفتقر إلى الماء اللازم لزراعة الغذاء اللازم لهم.
Centralized systems of artificial water management cannot solve this problem.	لا يمكن للنظم المركزية لإدارة المياه الاصطناعية أن تحل هذه المشكلة	لا يمكن للنظم المركزية لإدارة المياه الاصطناعية أن تحل هذه المشكلة
We need de-centralized systems of natural water management.	نحن بحاجة إلى نظم لامركزية لإدارة المياه الطبيعية	نحن بحاجة إلى نظم لامركزية لإدارة المياه الطبيعية
We are in Tamera Peace Research Center in southern Portugal, where a water retention landscape has been in development since summer 2007.	نحن في مركز بحوث السلام - تاميرا في جنوب البرتغال حيث ما زالت مناطق تجميع المياه الطبيعية تحت التطوير منذ صيف 2007	نحن في مركز بحوث تاميرا للسلام في جنوب البرتغال، حيث تم تطوير مناظر طبيعية لاحتجاز المياه منذ صيف عام 2007.
Bernd Muller is responsible for Tamera's ecological research work.	بيرند ميلر هو المسؤول عن أعمال البحوث البيئية في تاميرا	بيرند ميلر هو المسؤول عن أعمال البحوث البيئية في تاميرا
In 2007 the community of Tamera still had the question whether a site of this size threatened by desertification could provide food, water and energy for 300 people.	في عام 2007 كان المجتمع في تاميرا ما يزال يتسائل ما إذا كان موقع بهذا الحجم	في عام 2007 ، كانت مجتمع تاميرا لا يزال يواجه السؤال حول ما إذا كان موقعًا بهذا الحجم المهدد بالتصحر قادرًا على توفير الغذاء والماء والطاقة لـ 300 شخص.
We visited Sepp Holzer and asked him this question and he brought us this gift the vision of a water landscape.	قمنا بزيارة سيب هولزر وسألناه هذا السؤال فأحضر لنا هذه الهدية الرؤية للمناطق الطبيعية المائية	قمنا بزيارة سيب هولزر وطلبنا منه هذا السؤال وأهدانا هذه الهدية، رؤية لمناظر مائية.
Sepp Holzer, an Austrian mountain farmer, is a well-known specialist and visionary for permaculture and landscape healing.	سيب هولزر، مزارع من الجبال النمساوية متخصص معروف وذا رؤية حول الزراعة المعمرة وشفاء المناطق الطبيعية	سيب هولزر، المزارع الجبلي النمساوي، هو متخصص ورؤيوي مشهور في فن الزراعة المستدامة وترميم البيئة.
Water is always at the core of his work.	المياه دائما موجودة في جوهر عمله	المياه دائما موجودة في جوهر عمله
For me water is the most important capital.	بالنسبة لي المياه هي أهم رأس مال	بالنسبة لي المياه هي أهم رأس مال
Wherever it's possible, you should create retention spaces and collect the rain water and re-learn with the water how to maintain a balance.	فحيثما وجدت يجب أن تقام مساحات استبقاء وتجمع لمياه الأمطار ومع الماء علينا إعادة تعلم كيفية الحفاظ على التوازن	فحيثما وجدت يجب أن تقام مساحات استبقاء وتجمع لمياه الأمطار ومع الماء علينا إعادة تعلم كيفية الحفاظ على التوازن
This is the most important thing because once you've created the right hydrological balance,	هذا هو أهم شيء لأنه بمجرد أن خلقت التوازن الهيدرولوجي الصحيح	هذا هو أهم شيء لأنه بمجرد أن خلقت التوازن الهيدرولوجي الصحيح
70% of the work is done.	فهذا يعني أن 70% من العمل قد أنجز	فهذا يعني أن 70% من العمل قد أنجز
ou help rich vegetation to develop, diversity ecause nature can reveal itself and develop in the right way.	ثم بإمكانك مساعدة الحياة النباتية الغنية أن تتطور وبتنوع لأن الطبيعة يمكن أن تكشف عن نفسها وتتطور في الاتجاه الصحيح	تساعد على تطوير النباتات الغنية بالتنوع البيولوجي، لأن الطبيعة قادرة على الكشف عن نفسها والتطور بالطريقة الصحيحة.
Traveling through the world I have not seen a single situation, nation or land in which the development of a water retention landscape would not give the first important healing impulses.	في سفري عبر العالم لم أشاهد حالة واحدة أو أمة أو أرض لم يعطها تطوير مناطق لتجميع المياه أولى نبضات الشفاء الهامة	أثناء سفري حول العالم، لم أشهد أي حالة أو دولة أو أرض لا يمكن أن تستفيد من تطوير مناظر طبيعية للاحتفاظ بالمياه والتي ستمنحها الحافز الأول للتعافي.
In many parts of the world, countries are not able to feed their population anymore.	في أجزاء كثيرة من العالم بلدان لم تعد قادرة على إطعام سكانها بعد الآن	في العديد من أنحاء العالم، لا يستطيع البلدان توفير الغذاء لسكانها بعد الآن.
They have been unable to maintain their natural wildlife for a long time.	وهي لم تكن قادرة على الحفاظ على الحياة البرية الطبيعية لديها لفترة طويلة	لم يتمكنوا من الحفاظ على الحياة البرية الطبيعية لفترة طويلة.
As a consultant in many countries	كمستشار في العديد من البلدان	كمستشار في العديد من البلدان
Sepp Holzer sees the consequence of deforestation, monoculture, overgrazing and industrial agriculture.	يرى سيب هولزر عواقب إزالة الغابات والرعي الجائر والزراعة الأحادية والصناعية	يلاحظ سيب هولزر آثار التصحر والزراعة الأحادية والرعي المفرط والزراعة الصناعية.
All these factors destroy the natural water balance.	كل هذه العوامل تدمر التوازن الطبيعي للمياه	جميع هذه العوامل تدمر التوازن المائي الطبيعي
The soil is drying out.	التربة تتجفف	التربة تجف.
Water is being lost and the retention space, the natural water storage system of the earth, is becoming dry and the flora and fauna disappear.	والمياه يتم فقدانها ومساحة التجميع ونظم تخزين المياه الطبيعية للأرض ستصبح جافة	والمياه يتم فقدانها ومساحة التجميع ونظم تخزين المياه الطبيعية للأرض ستصبح جافة
In the end the land will turn into desert or burn ecause it's so dry.	وفي النهاية سوف تتحول الأراضي الى صحراء أو ستحترق الغابات لأنها جافة جدا	وفي النهاية سوف تتحول الأراضي الى صحراء أو ستحترق الغابات لأنها جافة جدا
You can see these problems happening all over the world, bringing huge catastrophes.	يمكنك أن ترى هذه المشاكل تحدث في جميع أنحاء العالم جالبة بذلك كوارث ضخمة	يمكنك رؤية هذه المشاكل وقوعها في جميع أنحاء العالم، مما يؤدي إلى كوارث هائلة.
And the heavy rains come anyway.	وتأتي الأمطار الغزيرة على أي حال	وتأتي الأمطار الغزيرة على أي حال.
What happens then?	ولكن ماذا يحدث بعد ذلك؟	ما الذي يحدث بعد ذلك؟
The water rushes down the slopes because the dry soil does not absorb the water.	الماء يندفع أسفل المنحدرات لأن التربة الجافة لا تمتص الماء	تتدفق المياه بسرعة على السفوح لأن التربة الجافة لا تمتص الماء.
When the soil is hotter than the falling rain it rejects the water.	عندما تكون التربة أكثر سخونة من الأمطار المتساقطة فهي ترفض الماء وتطرحه بعيدا	عندما يكون التربة أكثر سخونة من المطر الساقط، فإنها ترفض الماء.
Only when the soil is cooler, when the vegetation is giving shadow then it attracts the water and lets it seep in.	فقط عندما تكون التربة أبرد وعندما يعطي الغطاء النباتي ظل حينئذ يمكنها جذب الماء وتتيح له أن يتسرب فيها	فقط عندما تكون التربة أبرد وعندما يعطي الغطاء النباتي ظل حينئذ يمكنها جذب الماء وتتيح له أن يتسرب فيها
This is the construction site for a new water retention space in Tamera.	هذا هو موقع البناء لمنطقة تجميع ماء جديدة في تاميرا	هذا هو موقع البناء لمنطقة تجميع ماء جديدة في تاميرا
Wherever you work with soil you can read the signs of erosion.	اينما عملت مع التربة يمكنك قراءة علامات التآكل	اينما عملت مع التربة يمكنك قراءة علامات التآكل
Topsoil should actually form a thick, living layer everywhere on the ground which enables rainwater to filter in.	في الواقع ينبغي أن تشكل التربة السطحية طبقة سميكة للمعيشة في كل مكان على الأرض والتي تمكن فيها مياه الأمطار من التصافي	في الواقع ينبغي أن تشكل التربة السطحية طبقة سميكة للمعيشة في كل مكان على الأرض والتي تمكن فيها مياه الأمطار من التصافي
But, this layer has been eroded away.	ولكن هذه الطبقة تآكلت بعيدا	ولكن هذه الطبقة تآكلت بعيدا
Now the topsoil lies in layers many meters thick in the bottom of valleys or is found as mud in rivers.	الآن تكمن التربة السطحية داخل أمتار من طبقات سميكة في قاع الوديان أو توجد على شكل طين في الأنهار	الآن تكون التربة العليا موجودة في طبقات سميكة عديدة من الأمتار في قاع الوادي أو تكون موجودة كطين في الأنهار.
The surface of fields and sites higher up is depleted and barren.	سطح الحقول والمناطق المرتفعة مستنزفة وقاحلة	سطح الحقول والمواقع الأعلى يعاني من الاستنزاف والعقيمة.
De-centralized water retention landscapes give the water time to filter back into the earth body.	تعطي مناطق تجميع المياه اللامركزية وقت لمياه الامطار حتى تملأ جسم الأرض مرة اخرى	تعطي مناطق تجميع المياه اللامركزية وقت لمياه الامطار حتى تملأ جسم الأرض مرة اخرى
People always have the same questions, always the same worries, where will all this water come from ?	الناس لديهم دائما نفس الأسئلة ودائما نفس المخاوف من أين ستأتي كل هذه المياه؟	الناس دائمًا لديهم نفس الأسئلة، نفس القلق، من أين ستأتي كل هذه المياه؟
in such dusty dry soil without streams or a river.	في مثل هذه التربة الجافة والمغبرة دون مجاري للأنهار	في تلك التربة الجافة والمغبرة بدون أنهار أو نهر.
How can I build a lake here ?	كيف يمكننا بناء بحيرة هنا؟	كيف يمكننا بناء بحيرة هنا؟
People have simply lost the knowledge of how to use the catchment area and the rain, the blessing of the water in the right way.	لقد فقد الناس معرفة كيفية استخدام منطقة مستجمعات المياه والمطر بركة الماء بالطريق الصحيح	لقد فقد الناس معرفة كيفية استخدام منطقة مستجمعات المياه والمطر بركة الماء بالطريق الصحيح
When I use the catchment area, thereupon, the lake will fill very quickly.	عندما أستخدم منطقة مستجمع ستتراكم وتتشكل بركة أو بحيرة بشكل سريع جدا	عندما أستخدم منطقة مستجمع ستتراكم وتتشكل بركة أو بحيرة بشكل سريع جدا
How much water can change a landscape in a short time.	كمية المياه يمكنها أن تغير المنظر الطبيعي في وقت قصير	كم من الماء يمكن أن يغير المناظر الطبيعية في وقت قصير.
We can see here, comparing Tamera before the creation of Lake 1 and today.	يمكننا أن نرى ذلك هنا بمقارنة تاميرا قبل إنشاء البحيرة 1 واليوم	يمكننا أن نرى هنا، مقارنة تاميرا قبل إنشاء بحيرة 1 واليوم.
Water retention landscapes can be built everywhere.	يمكن بناء المناطق الطبيعية لتجميع الماء في كل مكان	يمكن بناء المناطق الطبيعية لتجميع الماء في كل مكان
Anywhere on earth.	وفي أي مكان على الأرض	وفي أي مكان على الأرض
A water retention space must not be sealed with concrete or plastic.	يجب عدم صقل منطقة تجميع الماء بالخرسانة أو البلاستيك	يجب ألا يتم طوق مساحة احتجاز المياه بالخرسانة أو البلاستيك.
It is enough to build a dam out of natural material at the narrowest point of a valley.	يكفي بناء سد من المواد الطبيعية في أضيق نقطة من الوادي	يكفي بناء سد من مواد طبيعية في أضيق نقطة في الوادي.
You dig a ditch until you reach an impermeable layer.	عليك أن تحفر خندق حتى تصل إلى طبقة محكمة وغير نافذة	عليك أن تحفر خندق حتى تصل إلى طبقة محكمة وغير نافذة
On that solid ground you apply layer after layer of fine material, like moist clay and drive on it and roll it to build the water barrier.	على تلك الأرضية الصلبة تضع طبقة فوق طبقة من المواد الناعمة مثل الطين الرطب وتتدحرج عليه وتلفه	على تلك الأرضية الصلبة تضع طبقة فوق طبقة من المواد الناعمة مثل الطين الرطب وتتدحرج عليه وتلفه
This water barrier is the core of the dam.	حاجز المياه هذا هو أساس السد	حاجز المياه هذا هو أساس السد
For the outside of the dam I take course material, it doesn't have to be dense and water-proof.	للمنطقة الخارجية للسد تستخدم المواد الخشنة لا يجب أن تكون كثيفة أو مضادة للماء	بالنسبة للجانب الخارجي للسد، أستخدم مواد مسامية، ليس عليها أن تكون كثيفة ومقاومة للماء.
Of course,	بالطبع	بالطبع
I will also have to compact it by driving on it and rolling it.	سوف تكون بحاجة أيضا الى الإصلاح من خلال الدحرجة عليها ولفها	سأضطر أيضًا لضغطها عن طريق قيادتها ولفها.
And like this, I build the whole dam, the water barrier in the core nd on the outside in a slope of 1 to 2, 1 meter up and 2 meters along, like this I build the two layers together, up to the top.	وبهذا الشكل يتم بناء السد بأكمله حاجز المياه في الأساس وفي الخارج بمنحدر 5.	وبهذه الطريقة، أقوم ببناء السد بالكامل، حاجز الماء في النواة وعلى الخارج بزاوية مائلة بنسبة 1 إلى 2، 1 متر نحو الأعلى و 2 أمتار في الاتجاه الأفقي، وبهذه الطريقة أقوم ببناء الطبقتين معًا حتى القمة.
The water retention spaces have winding banks, shallow and deep zones, a diverse vegetation of water plants and are built aligned to the prevailing wind direction this way the water is always moving, is enriched with oxygen,	مناطق تجميع المياه لديها ضفاف متعرجة ومناطق ضحلة وعميقة وتنوع نباتي من نباتات مائية	مناطق تجميع المياه لديها ضفاف متعرجة ومناطق ضحلة وعميقة وتنوع نباتي من نباتات مائية
and thus is naturally purified.	وبالتالي تتم تنقيته بشكل طبيعي	وبالتالي تتم تنقيته بشكل طبيعي
The water in a water retention landscape stays fresh and alive by itself.	الماء في مناطق تجميع المياه تبقى عذبة ونشطة من تلقاء نفسها	المياه في مناطق تجميع المياه تظل نقية وحية بشكل طبيعي
Since we created the first retention space, we can already keep much of the water from the winter rainfalls on the land.	منذ إنشاء أول منطقة لتجميع المياه يمكننا بالفعل الاحتفاظ بالكثير من المياه عن هطول الأمطار في فصل الشتاء على الأرض	منذ إنشاء أول منطقة لتجميع المياه يمكننا بالفعل الاحتفاظ بالكثير من المياه عن هطول الأمطار في فصل الشتاء على الأرض
In this way in can unfold its full healing capacity, the wildlife is responding and is returning and the vegetation is recovering.	وبهذه الطريقة يمكنها أن تتكشف قدرتها على الشفاء الكامل الحياة البرية تستجيب وتستعاد والغطاء النباتي يتعافى	بهذه الطريقة يمكن للطبيعة أن تكشف عن قدرتها العلاجية الكاملة، حيث تستجيب الحياة البرية وتعود والنباتات تتعافى.
We can plant fruit trees again, the forests recover and we can grow our food for people and for animals in the direct surroundings of the first retention space.	يمكننا زراعة أشجار الفاكهة مرة أخرى الغابات تتعافى ويمكننا زراعة محاصيلنا الغذائية	يمكننا زراعة أشجار الفاكهة مرة أخرى الغابات تتعافى ويمكننا زراعة محاصيلنا الغذائية
The water which used to run away and which is now stored here is at the same time also having an impact on the whole groundwater system.	المياه التي كانت تتسرب والتي هي الآن مخزنة أيضا لديها تأثير على نظام المياه الجوفية كلها	المياه التي كانت تتسرب والتي يتم تخزينها هنا تؤثر في نظام المياه الجوفية بأكمله في نفس الوقت
In the first year, a spring developed below this lake which now gives water throughout the year.	في السنة الأولى نشأ ينبوع تحت هذه البحيرة والذي يعطي الآن المياه على مدار السنة	في السنة الأولى، تطورت ينبوع تحت هذه البحيرة والآن يوفر ماء طوال العام.
Since we built this first dam, we no longer have such big variations with a lot of flowing water in winter when it's raining and droughts in the summer.	و منذ أن بني أول سد لم يعد لدينا تباينات كبيرة من هذا القبيل الكثير من المياه المتدفقة في فصل الشتاء عند نزول المطر والجفاف في فصل الصيف	و منذ أن بني أول سد لم يعد لدينا تباينات كبيرة من هذا القبيل الكثير من المياه المتدفقة في فصل الشتاء عند نزول المطر والجفاف في فصل الصيف
We have a more constant water situation throughout the year, which is of course a huge benefit for nature.	. لدينا وضع أكثر ثباتا للمياه على مدار السنة والذي هو بالطبع فائدة كبيرة للطبيعة	لدينا حالة مستمرة للمياه طوال العام، وهذا بالطبع فائدة كبيرة للطبيعة.
Nature shows you how this works, you just have to ask her, have to contact her, to communicate with her, then you will be fine anywhere on earth.	الطبيعة تبين لكم كيف يعمل هذا عليك فقط أن تسألها وتتواصل معها	الطبيعة تبين لكم كيف يعمل هذا عليك فقط أن تسألها وتتواصل معها
Ask nature, think with her and not against her.	إسأل الطبيعة فكر معها وليس ضدها ضع نفسك مكانها	اسأل الطبيعة، فكّر معها وليس ضدها.
Put yourself in her place and you get all the answers you need.	ثم ستحصل على كل الأجوبة التي تحتاج إليها	ثم ستحصل على كل الأجوبة التي تحتاج إليها
