Source Sentence	Target Sentence	Predicted Sentence
You made it.	لقد نجــحت	لقد نجحت.
in order to deliver you to Zero... Huh? Princess...?	حيث يتمكن لزيـرو أن يستجـوب الأميرة الأميــرة ...	لكي أقدمك إلى الصفر... هاه؟ الأميرة...؟
Why...?	لماذا ... ؟	لماذا ... ؟
Darlton.	شكــراً لك دارلتون	دارلتون
Princess...!	...الأمــيرة	الأميرة...!
Oh my?	... هــل هذه	... هــل هذه
C.C.-san?	أنتِ يــا سي سي - سـان ؟	سي سي-سان؟
You're mistaken.	لـقد أخطـأتـي	أنت مخطئ.
B-But...	لـ-لـكـن	لـ-لـكـن
- You have to help me.	ساعدوني، أنجدوني	يجب أن تساعدني.
- Why? You have to help me.	يجب عليكم مساعدتي	- لماذا؟ يجب أن تساعدني.
It's Bella.	! (إنّها (بيلا)!	إنها بيلا.
He was jailed.	من يحتجزها؟	من يحتجزها؟
You want to have dinner with me?	هلّا تنضمين إليّ لتناول العشاء؟	هل ترغب في تناول العشاء معي؟
You're holding me, and now you want to have dinner with me?	أخذتني سجينة لك والآن تودّ تناول العشاء معي؟	أنت تمسكني، وتريد الآن أن تتناول العشاء معي؟
- You are crazy?	هل أنت مجنون؟	هل أنت مجنون؟
We can not do that Miss Potts, we'll take care of it properly.	لا يمكننا فعل هذا يا آنسة ولكننا سنعتني به جيدًا !	لا يمكننا فعل ذلك الآن، الآنسة بوتس، سنتعامل مع الأمر بشكل صحيح.
My father was not crazy.	والدي ليس مجنون	والدي ليس مجنون
Gaston. Tell him.	جاستون) أخبره)	جاستون) أخبره)
You know how I am loyal to your family, but your father made amazing claims.	تدرين مدى ولائي لعائلتك ولكن كان والدك يصدر ادّعاءات لا تصدق	تدرين مدى ولائي لعائلتك ولكن كان والدك يصدر ادّعاءات لا تصدق
That's right Bell.	(هذا صحيح يا (بيل	صحيح، بيل.
I just got out of the palace, and there was a monster.	أتيت للتو من القلعة وهناك وحش	لقد خرجت للتو من القصر، وكان هناك وحش.
You can say anything to release, words are difficult to prove.	ستقولين أي شيء لتحريره لا يمكن أخذ كلمتك كإثبات	يمكنك أن تقول أي شيء للتخلص، فالكلمات صعبة الإثبات.
You want proof?	تريد إثبات؟	تريدون دليلًا؟
Show me the monster that to me!	أريني الوحش	أرني الوحش الذي تقصد!
I Gaston.	(أنا (جاستون	(أنا (جاستون
Belle sent me.	(أرسلتني (بيل	بيل أرسلتني.
You fell in love with her?	هل كنت واقعًا بغرامها؟	أنت وقعت في حبها؟
Do you honestly think he wants?	أحسبت حقًا أنها سترغب بك؟	أحسبت حقًا أنها سترغب بك؟
Where is he?	أين هو؟	أين هو؟
When we returned to the village, you will marry me	! حينما نعود إلى القرية ستتزوجيني	! حينما نعود إلى القرية ستتزوجيني
Water	المياه	الماء
Water is	المياه هي	المياه هي
Water is life.	المياه هي الحياة	الماء هو الحياة.
Bassin de rétention d'eau à Tamera (Portugal)	مناطق تجميع المياه الطبيعية في تاميرا	مناطق تجميع المياه الطبيعية في تاميرا
Water is life.	المياه هي الحياة	الماء هو الحياة.
Water is the most important thing.	المياه أهم شيء	الماء هو أهم شيء.
The whole world is 70% water.	%70من العالم بأكمله هي ماء	العالم بأكمله يحتوي على 70% ماء.
We, animals, everything-70% water.	كما أننا والحيوانات وكل شيء 70% منه ماء	كما أننا والحيوانات وكل شيء 70% منه ماء
Water is the key issue for the survival human kind on this planet.	المياه هي قضية أساسية لبقاء الجنس البشري على هذا الكوكب	الماء هو القضية الرئيسية لبقاء الإنسان على هذا الكوكب.
Nature has provided enough water everywhere on earth;	لقد وفرت الطبيعة ما يكفي من المياه في كل مكان على الأرض	الطبيعة قدمت ما يكفي من الماء في كل مكان على وجه الأرض؛
but, a billion people do not have sufficient access to clean drinking water.	لكن هنالك مليار شخص لا يحصلون على ما يكفي من مياه الشرب النظيفة	ولكن مليار شخص ليس لديهم وصول كافٍ إلى مياه الشرب النظيفة.
More and more regions lack the water to grow the food they need.	المزيد من المناطق تفتقر إلى المياه المستخدمة لزراعة المواد الغذائية التي يحتاجونها	المزيد من المناطق تفتقر إلى المياه المستخدمة لزراعة المواد الغذائية التي يحتاجونها
Centralized systems of artificial water management cannot solve this problem.	لا يمكن للنظم المركزية لإدارة المياه الاصطناعية أن تحل هذه المشكلة	لا يمكن للنظم المركزية لإدارة المياه الاصطناعية أن تحل هذه المشكلة
We need de-centralized systems of natural water management.	نحن بحاجة إلى نظم لامركزية لإدارة المياه الطبيعية	نحن بحاجة إلى نظم لامركزية لإدارة المياه الطبيعية
We are in Tamera Peace Research Center in southern Portugal, where a water retention landscape has been in development since summer 2007.	نحن في مركز بحوث السلام - تاميرا في جنوب البرتغال حيث ما زالت مناطق تجميع المياه الطبيعية تحت التطوير منذ صيف 2007	نحن في مركز بحوث تاميرا للسلام في جنوب البرتغال، حيث تم تطوير مناظر طبيعية لاحتجاز المياه منذ صيف عام 2007.
Bernd Muller is responsible for Tamera's ecological research work.	بيرند ميلر هو المسؤول عن أعمال البحوث البيئية في تاميرا	بيرند مولر مسؤول عن أعمال البحث البيئي لتاميرا.
In 2007 the community of Tamera still had the question whether a site of this size threatened by desertification could provide food, water and energy for 300 people.	في عام 2007 كان المجتمع في تاميرا ما يزال يتسائل ما إذا كان موقع بهذا الحجم	في عام 2007 كان المجتمع في تاميرا ما يزال يتسائل ما إذا كان موقع بهذا الحجم
We visited Sepp Holzer and asked him this question and he brought us this gift the vision of a water landscape.	قمنا بزيارة سيب هولزر وسألناه هذا السؤال فأحضر لنا هذه الهدية الرؤية للمناطق الطبيعية المائية	قمنا بزيارة سيب هولزر وسألناه هذا السؤال فأحضر لنا هذه الهدية الرؤية للمناطق الطبيعية المائية
Sepp Holzer, an Austrian mountain farmer, is a well-known specialist and visionary for permaculture and landscape healing.	سيب هولزر، مزارع من الجبال النمساوية متخصص معروف وذا رؤية حول الزراعة المعمرة وشفاء المناطق الطبيعية	سيب هولزر، مزارع من الجبال النمساوية متخصص معروف وذا رؤية حول الزراعة المعمرة وشفاء المناطق الطبيعية
Water is always at the core of his work.	المياه دائما موجودة في جوهر عمله	الماء هو دائمًا في صميم عمله.
For me water is the most important capital.	بالنسبة لي المياه هي أهم رأس مال	بالنسبة لي المياه هي أهم رأس مال
Wherever it's possible, you should create retention spaces and collect the rain water and re-learn with the water how to maintain a balance.	فحيثما وجدت يجب أن تقام مساحات استبقاء وتجمع لمياه الأمطار ومع الماء علينا إعادة تعلم كيفية الحفاظ على التوازن	فحيثما وجدت يجب أن تقام مساحات استبقاء وتجمع لمياه الأمطار ومع الماء علينا إعادة تعلم كيفية الحفاظ على التوازن
This is the most important thing because once you've created the right hydrological balance,	هذا هو أهم شيء لأنه بمجرد أن خلقت التوازن الهيدرولوجي الصحيح	هذا هو الأمر الأكثر أهمية لأنه بمجرد إنشاء التوازن الهيدرولوجي المناسب،
70% of the work is done.	فهذا يعني أن 70% من العمل قد أنجز	تم إنجاز 70% من العمل.
ou help rich vegetation to develop, diversity ecause nature can reveal itself and develop in the right way.	ثم بإمكانك مساعدة الحياة النباتية الغنية أن تتطور وبتنوع لأن الطبيعة يمكن أن تكشف عن نفسها وتتطور في الاتجاه الصحيح	ثم بإمكانك مساعدة الحياة النباتية الغنية أن تتطور وبتنوع لأن الطبيعة يمكن أن تكشف عن نفسها وتتطور في الاتجاه الصحيح
Traveling through the world I have not seen a single situation, nation or land in which the development of a water retention landscape would not give the first important healing impulses.	في سفري عبر العالم لم أشاهد حالة واحدة أو أمة أو أرض لم يعطها تطوير مناطق لتجميع المياه أولى نبضات الشفاء الهامة	في سفري عبر العالم لم أشاهد حالة واحدة أو أمة أو أرض لم يعطها تطوير مناطق لتجميع المياه أولى نبضات الشفاء الهامة
In many parts of the world, countries are not able to feed their population anymore.	في أجزاء كثيرة من العالم بلدان لم تعد قادرة على إطعام سكانها بعد الآن	في العديد من أنحاء العالم، لا يستطيع البلدان توفير الغذاء لسكانها بعد الآن.
They have been unable to maintain their natural wildlife for a long time.	وهي لم تكن قادرة على الحفاظ على الحياة البرية الطبيعية لديها لفترة طويلة	لم يتمكنوا من الحفاظ على الحياة البرية الطبيعية لفترة طويلة.
As a consultant in many countries	كمستشار في العديد من البلدان	كمستشار في العديد من البلدان
Sepp Holzer sees the consequence of deforestation, monoculture, overgrazing and industrial agriculture.	يرى سيب هولزر عواقب إزالة الغابات والرعي الجائر والزراعة الأحادية والصناعية	يرى سيب هولزر عواقب إزالة الغابات والرعي الجائر والزراعة الأحادية والصناعية
All these factors destroy the natural water balance.	كل هذه العوامل تدمر التوازن الطبيعي للمياه	جميع هذه العوامل تدمر التوازن المائي الطبيعي
The soil is drying out.	التربة تتجفف	التربة تتجفف
Water is being lost and the retention space, the natural water storage system of the earth, is becoming dry and the flora and fauna disappear.	والمياه يتم فقدانها ومساحة التجميع ونظم تخزين المياه الطبيعية للأرض ستصبح جافة	والمياه يتم فقدانها ومساحة التجميع ونظم تخزين المياه الطبيعية للأرض ستصبح جافة
In the end the land will turn into desert or burn ecause it's so dry.	وفي النهاية سوف تتحول الأراضي الى صحراء أو ستحترق الغابات لأنها جافة جدا	في النهاية، ستتحول الأرض إلى صحراء أو ستحترق لأنها جافة جدًا.
You can see these problems happening all over the world, bringing huge catastrophes.	يمكنك أن ترى هذه المشاكل تحدث في جميع أنحاء العالم جالبة بذلك كوارث ضخمة	يمكنك رؤية هذه المشاكل وقوعها في جميع أنحاء العالم، مما يؤدي إلى كوارث هائلة.
And the heavy rains come anyway.	وتأتي الأمطار الغزيرة على أي حال	وتأتي الأمطار الغزيرة على أي حال
What happens then?	ولكن ماذا يحدث بعد ذلك؟	ما الذي يحدث بعد ذلك؟
The water rushes down the slopes because the dry soil does not absorb the water.	الماء يندفع أسفل المنحدرات لأن التربة الجافة لا تمتص الماء	تتدفق المياه بسرعة على السفوح لأن التربة الجافة لا تمتص الماء.
When the soil is hotter than the falling rain it rejects the water.	عندما تكون التربة أكثر سخونة من الأمطار المتساقطة فهي ترفض الماء وتطرحه بعيدا	عندما يكون التربة أكثر سخونة من المطر الساقط، فإنها ترفض الماء.
Only when the soil is cooler, when the vegetation is giving shadow then it attracts the water and lets it seep in.	فقط عندما تكون التربة أبرد وعندما يعطي الغطاء النباتي ظل حينئذ يمكنها جذب الماء وتتيح له أن يتسرب فيها	فقط عندما يكون التربة أكثر برودة، عندما يتم توفير الظل من قبل النباتات، يتم جذب الماء والسماح له بالتسرب.
This is the construction site for a new water retention space in Tamera.	هذا هو موقع البناء لمنطقة تجميع ماء جديدة في تاميرا	هذا هو موقع البناء لمنطقة تجميع ماء جديدة في تاميرا
Wherever you work with soil you can read the signs of erosion.	اينما عملت مع التربة يمكنك قراءة علامات التآكل	اينما عملت مع التربة يمكنك قراءة علامات التآكل
Topsoil should actually form a thick, living layer everywhere on the ground which enables rainwater to filter in.	في الواقع ينبغي أن تشكل التربة السطحية طبقة سميكة للمعيشة في كل مكان على الأرض والتي تمكن فيها مياه الأمطار من التصافي	في الواقع ينبغي أن تشكل التربة السطحية طبقة سميكة للمعيشة في كل مكان على الأرض والتي تمكن فيها مياه الأمطار من التصافي
But, this layer has been eroded away.	ولكن هذه الطبقة تآكلت بعيدا	ولكن هذه الطبقة تآكلت بعيدا
Now the topsoil lies in layers many meters thick in the bottom of valleys or is found as mud in rivers.	الآن تكمن التربة السطحية داخل أمتار من طبقات سميكة في قاع الوديان أو توجد على شكل طين في الأنهار	الآن تكون التربة العليا موجودة في طبقات سميكة عديدة من الأمتار في قاع الوادي أو تكون موجودة كطين في الأنهار.
The surface of fields and sites higher up is depleted and barren.	سطح الحقول والمناطق المرتفعة مستنزفة وقاحلة	سطح الحقول والمواقع الأعلى يعاني من الاستنزاف والعقيمة.
De-centralized water retention landscapes give the water time to filter back into the earth body.	تعطي مناطق تجميع المياه اللامركزية وقت لمياه الامطار حتى تملأ جسم الأرض مرة اخرى	تعطي مناطق تجميع المياه اللامركزية وقت لمياه الامطار حتى تملأ جسم الأرض مرة اخرى
People always have the same questions, always the same worries, where will all this water come from ?	الناس لديهم دائما نفس الأسئلة ودائما نفس المخاوف من أين ستأتي كل هذه المياه؟	الناس دائمًا لديهم نفس الأسئلة، نفس القلق، من أين ستأتي كل هذه المياه؟
in such dusty dry soil without streams or a river.	في مثل هذه التربة الجافة والمغبرة دون مجاري للأنهار	في تلك التربة الجافة والمغبرة بدون أنهار أو نهر.
How can I build a lake here ?	كيف يمكننا بناء بحيرة هنا؟	كيف يمكنني بناء بحيرة هنا؟
People have simply lost the knowledge of how to use the catchment area and the rain, the blessing of the water in the right way.	لقد فقد الناس معرفة كيفية استخدام منطقة مستجمعات المياه والمطر بركة الماء بالطريق الصحيح	ببساطة، فقد الناس معرفتهم بكيفية استخدام منطقة التجميع والمطر، نعمة الماء بالطريقة الصحيحة.
When I use the catchment area, thereupon, the lake will fill very quickly.	عندما أستخدم منطقة مستجمع ستتراكم وتتشكل بركة أو بحيرة بشكل سريع جدا	عند استخدام منطقة جمع المياه، بعدها ستمتلئ البحيرة بسرعة كبيرة.
How much water can change a landscape in a short time.	كمية المياه يمكنها أن تغير المنظر الطبيعي في وقت قصير	كم من الماء يمكن أن يغير المناظر الطبيعية في وقت قصير.
We can see here, comparing Tamera before the creation of Lake 1 and today.	يمكننا أن نرى ذلك هنا بمقارنة تاميرا قبل إنشاء البحيرة 1 واليوم	يمكننا أن نرى ذلك هنا بمقارنة تاميرا قبل إنشاء البحيرة 1 واليوم
Water retention landscapes can be built everywhere.	يمكن بناء المناطق الطبيعية لتجميع الماء في كل مكان	يمكن بناء المناطق الطبيعية لتجميع الماء في كل مكان
Anywhere on earth.	وفي أي مكان على الأرض	وفي أي مكان على الأرض
A water retention space must not be sealed with concrete or plastic.	يجب عدم صقل منطقة تجميع الماء بالخرسانة أو البلاستيك	يجب ألا يتم طوق مساحة احتجاز المياه بالخرسانة أو البلاستيك.
It is enough to build a dam out of natural material at the narrowest point of a valley.	يكفي بناء سد من المواد الطبيعية في أضيق نقطة من الوادي	يكفي بناء سد من مواد طبيعية في أضيق نقطة في الوادي.
You dig a ditch until you reach an impermeable layer.	عليك أن تحفر خندق حتى تصل إلى طبقة محكمة وغير نافذة	تحفر حفرة حتى تصل إلى طبقة لا تخترقها المياه.
On that solid ground you apply layer after layer of fine material, like moist clay and drive on it and roll it to build the water barrier.	على تلك الأرضية الصلبة تضع طبقة فوق طبقة من المواد الناعمة مثل الطين الرطب وتتدحرج عليه وتلفه	على هذا الأرض الصلبة، تقوم بتطبيق طبقة بعد طبقة من المواد الدقيقة، مثل الطين المبلل، وتقوم بقيادة المركبة عليها وتدحرجها لبناء حاجز مائي.
This water barrier is the core of the dam.	حاجز المياه هذا هو أساس السد	حاجز المياه هذا هو أساس السد
For the outside of the dam I take course material, it doesn't have to be dense and water-proof.	للمنطقة الخارجية للسد تستخدم المواد الخشنة لا يجب أن تكون كثيفة أو مضادة للماء	بالنسبة للجانب الخارجي للسد، أستخدم مواد مسامية، ليس عليها أن تكون كثيفة ومقاومة للماء.
Of course,	بالطبع	بالطبع
I will also have to compact it by driving on it and rolling it.	سوف تكون بحاجة أيضا الى الإصلاح من خلال الدحرجة عليها ولفها	سأضطر أيضًا لضغطها عن طريق قيادتها ولفها.
And like this, I build the whole dam, the water barrier in the core nd on the outside in a slope of 1 to 2, 1 meter up and 2 meters along, like this I build the two layers together, up to the top.	وبهذا الشكل يتم بناء السد بأكمله حاجز المياه في الأساس وفي الخارج بمنحدر 5.	وبهذا الشكل يتم بناء السد بأكمله حاجز المياه في الأساس وفي الخارج بمنحدر 5.
The water retention spaces have winding banks, shallow and deep zones, a diverse vegetation of water plants and are built aligned to the prevailing wind direction this way the water is always moving, is enriched with oxygen,	مناطق تجميع المياه لديها ضفاف متعرجة ومناطق ضحلة وعميقة وتنوع نباتي من نباتات مائية	مناطق تجميع المياه لديها ضفاف متعرجة ومناطق ضحلة وعميقة وتنوع نباتي من نباتات مائية
and thus is naturally purified.	وبالتالي تتم تنقيته بشكل طبيعي	وهكذا يتم تنقيته بشكل طبيعي.
The water in a water retention landscape stays fresh and alive by itself.	الماء في مناطق تجميع المياه تبقى عذبة ونشطة من تلقاء نفسها	المياه في مناطق تجميع المياه تظل نقية وحية بشكل طبيعي
Since we created the first retention space, we can already keep much of the water from the winter rainfalls on the land.	منذ إنشاء أول منطقة لتجميع المياه يمكننا بالفعل الاحتفاظ بالكثير من المياه عن هطول الأمطار في فصل الشتاء على الأرض	منذ أن قمنا بإنشاء أول مساحة لتجميع المياه، يمكننا الآن الاحتفاظ بالكثير من المياه من أمطار الشتاء على الأرض.
In this way in can unfold its full healing capacity, the wildlife is responding and is returning and the vegetation is recovering.	وبهذه الطريقة يمكنها أن تتكشف قدرتها على الشفاء الكامل الحياة البرية تستجيب وتستعاد والغطاء النباتي يتعافى	بهذه الطريقة يمكن للطبيعة أن تكشف عن قدرتها العلاجية الكاملة، حيث تستجيب الحياة البرية وتعود والنباتات تتعافى.
We can plant fruit trees again, the forests recover and we can grow our food for people and for animals in the direct surroundings of the first retention space.	يمكننا زراعة أشجار الفاكهة مرة أخرى الغابات تتعافى ويمكننا زراعة محاصيلنا الغذائية	يمكننا زراعة أشجار الفاكهة مرة أخرى الغابات تتعافى ويمكننا زراعة محاصيلنا الغذائية
The water which used to run away and which is now stored here is at the same time also having an impact on the whole groundwater system.	المياه التي كانت تتسرب والتي هي الآن مخزنة أيضا لديها تأثير على نظام المياه الجوفية كلها	المياه التي كانت تتسرب والتي يتم تخزينها هنا تؤثر في نظام المياه الجوفية بأكمله في نفس الوقت
In the first year, a spring developed below this lake which now gives water throughout the year.	في السنة الأولى نشأ ينبوع تحت هذه البحيرة والذي يعطي الآن المياه على مدار السنة	في السنة الأولى، تطورت ينبوع تحت هذه البحيرة والآن يوفر ماء طوال العام.
Since we built this first dam, we no longer have such big variations with a lot of flowing water in winter when it's raining and droughts in the summer.	و منذ أن بني أول سد لم يعد لدينا تباينات كبيرة من هذا القبيل الكثير من المياه المتدفقة في فصل الشتاء عند نزول المطر والجفاف في فصل الصيف	منذ بناء هذا السد الأول، لم نعد نشهد تباينات كبيرة مع تدفق مائي كبير في فصل الشتاء عندما تمطر وفترات جفاف في فصل الصيف.
We have a more constant water situation throughout the year, which is of course a huge benefit for nature.	. لدينا وضع أكثر ثباتا للمياه على مدار السنة والذي هو بالطبع فائدة كبيرة للطبيعة	لدينا حالة مستمرة للمياه طوال العام، وهذا بالطبع فائدة كبيرة للطبيعة.
Nature shows you how this works, you just have to ask her, have to contact her, to communicate with her, then you will be fine anywhere on earth.	الطبيعة تبين لكم كيف يعمل هذا عليك فقط أن تسألها وتتواصل معها	الطبيعة تعرض لك كيف يعمل هذا، عليك فقط أن تسألها، أن تتواصل معها، لتكون على ما يرام في أي مكان على وجه الأرض.
Ask nature, think with her and not against her.	إسأل الطبيعة فكر معها وليس ضدها ضع نفسك مكانها	إسأل الطبيعة فكر معها وليس ضدها ضع نفسك مكانها
Put yourself in her place and you get all the answers you need.	ثم ستحصل على كل الأجوبة التي تحتاج إليها	ضع نفسك في موقعها وستحصل على جميع الإجابات التي تحتاجها.
Make room in your head so that natural thinking has space to happen.	إفسح المجال داخل رأسك حتى تخلق مساحة للتفكير الطبيعي بأن يحدث	قم بتخصيص مساحة في ذهنك حتى يتسنى للتفكير الطبيعي أن يحدث.
There has been abnormal mutant activity in the Tohoku area.	(ظاهرةمتحولينفي (توهوكو!	(ظاهرةمتحولينفي (توهوكو!
Did you find something out?	ألم تكتشفي شيئاً هناك ؟	ألم تكتشفي شيئاً هناك ؟
Nothing in particular.	نوعاً ما...	نوعاً ما...
It's jumping to conclusions to blame the twisted bridge and the strange occurrence in the river on mutants.	لا يمكنك إتهام المتحولين... بتدمير الجسر وما حدث للنهر أيضاً.	من الانتقاص الى الاستنتاج السريع ان نلوم الجسر الملتوي والحادثة الغريبة في النهر على المتحورين.
However, the U-Men's mutant detection device found a strong signal.	على أية حال... لكن جهاز تتبع المتحولين لدى... الـ(يو مين) كان يعطي مؤشرات قوية.	ومع ذلك، اكتشف جهاز كشف المتحورين لـ يو-مين إشارة قوية.
I can't understand that.	لا يمكنني إستيعاب ذلك.	لا يمكنني إستيعاب ذلك.
But I'm surprised.	لكنني متفاجئة.	لكنني متفاجئة.
Little Hisako becoming a member of the X-Men!	بأن (هيساكو) الصغيرة (أصبحتعضوةفي الـ(إكسمين !	هيساكو الصغيرة تصبح عضوة في فريق الإكس-مين!
When I remembered the Sasaki Institute, Professor X was happy, too.	أظن بأن البروفيسور (إكس) سيكون أفضل حالاً لو أمكنني تذكر أكاديمية (ساساكي) في ذلك الوقت.	أظن بأن البروفيسور (إكس) سيكون أفضل حالاً لو أمكنني تذكر أكاديمية (ساساكي) في ذلك الوقت.
Charles was...	(تشارلز)...	تشارلز كان...
Will Professor X be joining you here as well?	هل سيلتحق بكم البروفيسور (إكس) إلى هنا ؟	-هل سينضم البروفيسور إكس إليكم هنا أيضًا؟
No. He left the investigation to us.	كلا، لقد ترك التحقيق لنا.	لا، ترك التحقيق لنا.
-l see.	-أرى ذلك .	أفهم.
-What exactly is this Sasaki Academy?	-ما هي أكاديمية (ساساكي) بالضبط ؟	-ما هو بالضبط أكاديمية ساساكي هذه؟
We were never as big as the Xavier Institute, but we took in the mutant children from the area temporarily.	إنها ليست كبيرة كمعهد (إكزافير)، لكننا أخذنا الأطفال المتحولين فيها من المنطقة بشكل مؤقت.	لم نكن أبدًا بحجم معهد زافييه، ولكننا استضفنا أطفال المتحورين من المنطقة مؤقتًا.
So, are you also a mutant?	إذن، هل أنت متحولة أيضاً ؟	هل أنت أيضًا متحول؟
-No.	لا.	لا.
-ln that case, why?	إذاً، لماذا تفعلين ذلك ؟	- في هذه الحالة، لماذا؟
I wanted to do something for the children who were snubbed and couldn't go to school, just because they were mutants.	أردت أن أفعل شيئاً للأطفال الذين عوملوا بشكل سيىء... ولا يستطيعون الذهاب للمدارس العادية... فقط لأنهم كانوا متحولين.	أردت أن أفعل شيئاً للأطفال الذين عوملوا بشكل سيىء... ولا يستطيعون الذهاب للمدارس العادية... فقط لأنهم كانوا متحولين.
But... I suppose there were limits to what I could do alone.	لكن كان هناك حدوداً لما يمكن أن أفعله لوحدي.	ولكن... أفترض أن هناك حدود لما أستطيع فعله بمفردي.
So you shut it down?	لهذا قمت بإغلاقها ؟	هل أغلقتها؟
Yes. Now I use the facility for medical and mutant research.	والآن أستخدم المنشأ لإجراء بحوث طبية متعلقة بالمتحولين.	نعم. الآن أستخدم المرفق للبحوث الطبية والوراثية.
You know, Dr. Sasaki, I... I was really good friends with a kid in school.	أتعرفين، دكتورة (ساساكي)، أنا... لقد كان أحظى بصداقة جيدة مع طفل في المدرسة.	أتعرفين، دكتورة (ساساكي)، أنا... لقد كان أحظى بصداقة جيدة مع طفل في المدرسة.
Good friends?	صداقة جيدة ؟	صداقة جيدة ؟
Yeah. I think that kid was a little younger than me.	نعم، إذا كنت أتذكر، كان الطفل أصغر مني بقليل...	نعم، أعتقد أن ذلك الطفل كان أصغر سناً مني بقليل.
It was a boy, but... I can't remember him no matter how hard I try.	وقد كان صبياً، لكن... لا أستطيع تذكره مهما حاولت بشدة.	كان صبياً، لكن ... لا أستطيع أن أتذكره مهما حاولت.
Dr. Sasaki, do you remember him?	دكتورة (ساساكي)، أتستطيعين تذكره ؟	دكتور ساساكي، هل تتذكره ؟
Back then I had so many children here. I really don't remember.	حسناً، كان هناك الكثير من الأطفال لا يمكنني تذكرهم جميعاً حقاً.	حسناً، كان هناك الكثير من الأطفال لا يمكنني تذكرهم جميعاً حقاً.
Doctor!	دكتورة!	طبيب!
It's almost time for the meeting.	حان الوقت للاجتماع.	حان وقت الاجتماع تقريباً.
These are the members of my research team. From the left, this is Koichi Kaga,	هؤلاء هم أعضاء فريق البحث، من اليسار (كاجا كويشي)،	هؤلاء هم أعضاء فريق البحث، من اليسار (كاجا كويشي)،
Jun Sanada, and Riko Nirasaki.	(سانادا جون)، و(إيراساكي ريكو).	(سانادا جون)، و(إيراساكي ريكو).
And these are the X-Men.	وهؤلاء فريق الـ(إكس مين).	وهؤلاء فريق الـ(إكس مين).
I've heard about what you've done. It's an honor to meet you.	لقد سمعت بما صنعتموه، إنه لشرف لي مقابلتكم.	لقد سمعت عن ما قمت به. من دواعي الشرف أن ألتقي بك.
-That's everyone?	-هل هؤلاء كل الموجودين ؟	-هل هؤلاء الجميع؟
-Yes.	-نعم .	- نعم.
Go ahead.	ابدأوا من دوني.	ابدأوا من دوني.
Excuse me.	المعذرة.	المعذرة.
The weather appears to be clearing.	يبدو أن الطقس قد هدأ.	يبدو أن الطقس يتحسن.
It might be a good time to go check on the Blackbird.	سأذهب لأتفحص الـ(بلاك بيرد).	قد يكون الوقت مناسبًا للذهاب والتحقق من الطائرة السوداء.
I'm sorry to trouble you, but could I borrow some tools?	آسف لازعاجك، لكن أيمكنني استعارة بعض الأدوات ؟	آسف لازعاجك، لكن أيمكنني استعارة بعض الأدوات ؟
-Yes.	-نعم .	نعم.
-l'll go, too.	-سأذهب معك .	سأذهب أيضًا.
-l'm coming, too.	-سأذهب أيضاً .	-سأذهب أيضاً .
-Scott.	-سكوت) ).	سكوت.
You talk to Hisako and Emma.	يمكنك البقاء والتحدث إلى (إيما) و(هيساكو).	أنت تتحدث إلى هيساكو وإيما.
However...	ولكن...	ولكن...
Understood.	مفهوم.	مفهوم.
The research facility is in the back of this house.	أهناك وسيلة للأبحاث خلف هذا المنزل ؟	تقع مرافق البحث في الخلف من هذا المنزل.
The main equipment is underground.	الأجهزة الرئيسية في الطابق الأرضي.	الأجهزة الرئيسية في الطابق الأرضي.
A boy...	ذلك الفتى...	ولد...
Younger than me...	الأصغر منيّ...	أصغر مني...
Hisako.	(هيساكو).	هيساكو.
You used to go to an ordinary school, right?	لقد كنت ترتادين مدرسة عادية، صحيح ؟	لقد كنت ترتادين مدرسة عادية، صحيح ؟
Yeah. I used to come to the Academy after my regular school let out.	أجل، لقد كنت أذهب إلى معهد (ساساكي) بعد إنتهاء المدرسة.	أجل، لقد كنت أذهب إلى معهد (ساساكي) بعد إنتهاء المدرسة.
Maybe that boy was a friend of yours at school?	لربما كان ذلك الفتى معك في المدرسة العادية ؟	لربما كان ذلك الفتى معك في المدرسة العادية ؟
-Maybe...	-لربما ...	-لربما ...
-By the way, Yui.	-بالمناسبة يا (يوي )...	- بالمناسبة، يوي.
Aren't you an acquaintance of Professor X?	ألاّ تعرفين البروفيسور (إكس) شخصياً ؟	ألستَ صديقًا للبروفيسور إكس؟
Yes. It was more than 15 years ago, but I did meet him once.	نعم، كان ذلك قبل أكثر من 15 عاماً، لكنني قابلته مرة واحدة فقط.	نعم، كان ذلك قبل أكثر من 15 عاماً، لكنني قابلته مرة واحدة فقط.
More than 15 years ago?	قبل أكثر من 15 سنة ؟	أكثر من 15 عامًا مضت؟
But we were never close.	لكننا لم نكن مقربين جداً،	لكننا لم نكن أبداً أصدقاء قريبين.
It was such a long time ago, I don't really remember.	كان ذلك منذ زمن بعيد، لا أتذكر ذلك حقاً.	كان ذلك منذ وقت طويل جدا، لا أتذكر حقا.
I have to go to a meeting, so please make yourselves at home.	لديّ اجتماع عليّ حضوره، المعذرة، يجب أن أنصرف.	لديّ اجتماع عليّ حضوره، المعذرة، يجب أن أنصرف.
If you need anything, you can reach me on this intercom.	"إن احتجتم لأي شي، اتصلوا عليّ بواسطة ""الأنتركم""."	إذا كنت بحاجة إلى أي شيء، يمكنك التواصل معي عبر هذا الجهاز الاتصال الداخلي.
I feel like Dr. Sasaki's changed.	أشعر بأن الدكتورة (ساساكي) متغيرة.	أشعر أن الدكتور ساساكي تغير.
Changed?	متغيرة ؟	تغيرت؟
